,index,speaker,sent_sv,sent_en,sent_idx,paragraph_text_sv,paragraph_text_en,paragraph_idx
581,582,Statsminister Magdalena Andersson (S),Det kommer naturligtvis vi socialdemokrater heller inte att göra.,"Of course, we Social Democrats will not do that either.",4,"Däremot är vi socialdemokrater oerhört tydliga med att vi inte kommer att samarbeta eller samverka med Sverigedemokraterna. Det är det tydliga besked som vi gett tidigare och som jag naturligtvis står fast vid. Exakt hur vi kommer att formulera oss inför valet kommer vi att återkomma till i god tid. Men jag tar det som ett tydligt löfte från Kristdemokraterna att aldrig sitta i regering med Sverigedemokraterna, och det är viktig information till svenska folket. Det kommer naturligtvis vi socialdemokrater heller inte att göra.","On the other hand, we Social Democrats are extremely clear that we will not cooperate or cooperate with the Sweden Democrats. That is the clear message we have given before and which I, of course, stand by. Exactly how we will formulate ourselves before the election, we will return to in good time. But I take it as a clear promise from the Christian Democrats to never sit in government with the Sweden Democrats, and that is important information for the Swedish people. Of course, we Social Democrats will not do that either.",2
584,585,Johan Pehrson (L),Jag tänkte återkomma till den energikris vi ser i Europa.,I thought I would return to the energy crisis we are seeing in Europe.,1,Fru talman! Jag tänkte återkomma till den energikris vi ser i Europa.,Madam President! I thought I would return to the energy crisis we are seeing in Europe.,0
585,586,Johan Pehrson (L),Energifrågan är ju väldigt viktig.,The energy issue is very important.,0,"Energifrågan är ju väldigt viktig. Den är avgörande för klimatet, som befinner sig i en allvarlig situation där vi måste göra mer för att ställa om. Den är också viktig ur säkerhetsaspekt, då det handlar om geopolitiska maktmedel. Vi ser hur den ryska aggressionen ägnar sig åt detta.","The energy issue is very important. It is crucial for the climate, which is in a serious situation where we need to do more to adapt. It is also important from a security point of view, when it comes to geopolitical means of power. We see how the Russian aggression is dealing with this.",1
586,587,Johan Pehrson (L),"Den är avgörande för klimatet, som befinner sig i en allvarlig situation där vi måste göra mer för att ställa om.","It is crucial for the climate, which is in a serious situation where we need to do more to adapt.",1,"Energifrågan är ju väldigt viktig. Den är avgörande för klimatet, som befinner sig i en allvarlig situation där vi måste göra mer för att ställa om. Den är också viktig ur säkerhetsaspekt, då det handlar om geopolitiska maktmedel. Vi ser hur den ryska aggressionen ägnar sig åt detta.","The energy issue is very important. It is crucial for the climate, which is in a serious situation where we need to do more to adapt. It is also important from a security point of view, when it comes to geopolitical means of power. We see how the Russian aggression is dealing with this.",1
587,588,Johan Pehrson (L),"Den är också viktig ur säkerhetsaspekt, då det handlar om geopolitiska maktmedel.","It is also important from a security point of view, when it comes to geopolitical means of power.",2,"Energifrågan är ju väldigt viktig. Den är avgörande för klimatet, som befinner sig i en allvarlig situation där vi måste göra mer för att ställa om. Den är också viktig ur säkerhetsaspekt, då det handlar om geopolitiska maktmedel. Vi ser hur den ryska aggressionen ägnar sig åt detta.","The energy issue is very important. It is crucial for the climate, which is in a serious situation where we need to do more to adapt. It is also important from a security point of view, when it comes to geopolitical means of power. We see how the Russian aggression is dealing with this.",1
588,589,Johan Pehrson (L),Vi ser hur den ryska aggressionen ägnar sig åt detta.,We see how the Russian aggression is dealing with this.,3,"Energifrågan är ju väldigt viktig. Den är avgörande för klimatet, som befinner sig i en allvarlig situation där vi måste göra mer för att ställa om. Den är också viktig ur säkerhetsaspekt, då det handlar om geopolitiska maktmedel. Vi ser hur den ryska aggressionen ägnar sig åt detta.","The energy issue is very important. It is crucial for the climate, which is in a serious situation where we need to do more to adapt. It is also important from a security point of view, when it comes to geopolitical means of power. We see how the Russian aggression is dealing with this.",1
589,590,Johan Pehrson (L),Det är viktigt för svenska företag att ha tillgång till säker och hållbar leverans av el.,It is important for Swedish companies to have access to safe and sustainable supply of electricity.,0,"Det är viktigt för svenska företag att ha tillgång till säker och hållbar leverans av el. Det är också viktigt för konsumenterna, som nu så att säga slipar skridskorna på elmätaren.","It is important for Swedish companies to have access to safe and sustainable supply of electricity. It is also important for consumers, who are now, so to speak, sharpening their skates on the electricity meter.",2
590,591,Johan Pehrson (L),"Det är också viktigt för konsumenterna, som nu så att säga slipar skridskorna på elmätaren.","It is also important for consumers, who are now, so to speak, sharpening their skates on the electricity meter.",1,"Det är viktigt för svenska företag att ha tillgång till säker och hållbar leverans av el. Det är också viktigt för konsumenterna, som nu så att säga slipar skridskorna på elmätaren.","It is important for Swedish companies to have access to safe and sustainable supply of electricity. It is also important for consumers, who are now, so to speak, sharpening their skates on the electricity meter.",2
591,592,Johan Pehrson (L),"Är det helt omöjligt att regeringen tänker sig att bredda energimixen och ser en framtid för svensk modern kärnkraft för att balansera den vindkraft som också är väldigt bra, solkraft, framtidens vätgas och så vidare?","Is it completely impossible that the government intends to broaden the energy mix and see a future for Swedish modern nuclear power to balance the wind power which is also very good, solar power, the hydrogen of the future and so on?",0,"Är det helt omöjligt att regeringen tänker sig att bredda energimixen och ser en framtid för svensk modern kärnkraft för att balansera den vindkraft som också är väldigt bra, solkraft, framtidens vätgas och så vidare? Är det helt otänkbart?","Is it completely impossible that the government intends to broaden the energy mix and see a future for Swedish modern nuclear power to balance the wind power which is also very good, solar power, the hydrogen of the future and so on? Is it completely unthinkable?",3
592,593,Johan Pehrson (L),Är det helt otänkbart?,Is it completely unthinkable?,1,"Är det helt omöjligt att regeringen tänker sig att bredda energimixen och ser en framtid för svensk modern kärnkraft för att balansera den vindkraft som också är väldigt bra, solkraft, framtidens vätgas och så vidare? Är det helt otänkbart?","Is it completely impossible that the government intends to broaden the energy mix and see a future for Swedish modern nuclear power to balance the wind power which is also very good, solar power, the hydrogen of the future and so on? Is it completely unthinkable?",3
594,595,Statsminister Magdalena Andersson (S),"Det är ju fullt möjligt för företag att bygga ny kärnkraft i Sverige, men det finns inga sådana ansökningar.","It is quite possible for companies to build new nuclear power in Sweden, but there are no such applications.",1,"Fru talman! Det är ju fullt möjligt för företag att bygga ny kärnkraft i Sverige, men det finns inga sådana ansökningar. Jag antar att det beror på att man inte bedömer att det är lönsamt.","Madam President! It is quite possible for companies to build new nuclear power in Sweden, but there are no such applications. I guess it&#39;s because it&#39;s not judged to be profitable.",0
595,596,Statsminister Magdalena Andersson (S),Jag antar att det beror på att man inte bedömer att det är lönsamt.,I guess it&#39;s because it&#39;s not judged to be profitable.,2,"Fru talman! Det är ju fullt möjligt för företag att bygga ny kärnkraft i Sverige, men det finns inga sådana ansökningar. Jag antar att det beror på att man inte bedömer att det är lönsamt.","Madam President! It is quite possible for companies to build new nuclear power in Sweden, but there are no such applications. I guess it&#39;s because it&#39;s not judged to be profitable.",0
596,597,Statsminister Magdalena Andersson (S),Däremot ser vi nu väldigt många företag som ansöker om att få bygga vindkraft.,"However, we now see very many companies applying to build wind power.",0,Däremot ser vi nu väldigt många företag som ansöker om att få bygga vindkraft. Här finns ansökningar som skulle kunna dubbla den svenska elproduktionen. Det är också något som byggs mycket snabbare än ny kärnkraft och som genererar billigare el. Det är ju något som skulle komma väl till pass.,"However, we now see very many companies applying to build wind power. Here are applications that could double Swedish electricity production. It is also something that is built much faster than new nuclear power and that generates cheaper electricity. It is something that would come in handy.",1
597,598,Statsminister Magdalena Andersson (S),Här finns ansökningar som skulle kunna dubbla den svenska elproduktionen.,Here are applications that could double Swedish electricity production.,1,Däremot ser vi nu väldigt många företag som ansöker om att få bygga vindkraft. Här finns ansökningar som skulle kunna dubbla den svenska elproduktionen. Det är också något som byggs mycket snabbare än ny kärnkraft och som genererar billigare el. Det är ju något som skulle komma väl till pass.,"However, we now see very many companies applying to build wind power. Here are applications that could double Swedish electricity production. It is also something that is built much faster than new nuclear power and that generates cheaper electricity. It is something that would come in handy.",1
598,599,Statsminister Magdalena Andersson (S),Det är också något som byggs mycket snabbare än ny kärnkraft och som genererar billigare el.,It is also something that is built much faster than new nuclear power and that generates cheaper electricity.,2,Däremot ser vi nu väldigt många företag som ansöker om att få bygga vindkraft. Här finns ansökningar som skulle kunna dubbla den svenska elproduktionen. Det är också något som byggs mycket snabbare än ny kärnkraft och som genererar billigare el. Det är ju något som skulle komma väl till pass.,"However, we now see very many companies applying to build wind power. Here are applications that could double Swedish electricity production. It is also something that is built much faster than new nuclear power and that generates cheaper electricity. It is something that would come in handy.",1
599,600,Statsminister Magdalena Andersson (S),Det är ju något som skulle komma väl till pass.,It is something that would come in handy.,3,Däremot ser vi nu väldigt många företag som ansöker om att få bygga vindkraft. Här finns ansökningar som skulle kunna dubbla den svenska elproduktionen. Det är också något som byggs mycket snabbare än ny kärnkraft och som genererar billigare el. Det är ju något som skulle komma väl till pass.,"However, we now see very many companies applying to build wind power. Here are applications that could double Swedish electricity production. It is also something that is built much faster than new nuclear power and that generates cheaper electricity. It is something that would come in handy.",1
600,601,Statsminister Magdalena Andersson (S),"Jag hoppas att Liberalerna vill vara en konstruktiv partner när det gäller att se till att vi snabbt kan bygga ut vindkraft så att vi kan få snabbt utbyggd och billig el till både konsumenter och företag, som just nu kämpar med alldeles för höga elräkningar.","I hope that the Liberals want to be a constructive partner when it comes to ensuring that we can quickly expand wind power so that we can get quickly expanded and cheap electricity to both consumers and companies, which are currently struggling with far too high electricity bills.",0,"Jag hoppas att Liberalerna vill vara en konstruktiv partner när det gäller att se till att vi snabbt kan bygga ut vindkraft så att vi kan få snabbt utbyggd och billig el till både konsumenter och företag, som just nu kämpar med alldeles för höga elräkningar.","I hope that the Liberals want to be a constructive partner when it comes to ensuring that we can quickly expand wind power so that we can get quickly expanded and cheap electricity to both consumers and companies, which are currently struggling with far too high electricity bills.",2
602,603,Johan Pehrson (L),Det där är vi helt överens om.,We completely agree on that.,1,"Fru talman! Det där är vi helt överens om. Men Sverige tänkte en gång 24 reaktorer, och det blev 12. Nu har vi 6 kvar, och det finns starka krafter i den här kammaren som gör allt för att de också ska stängas ned.","Madam President! We completely agree on that. But Sweden once thought of 24 reactors, and it became 12. Now we have 6 left, and there are strong forces in this House that are doing everything to ensure that they are also shut down.",0
603,604,Johan Pehrson (L),"Men Sverige tänkte en gång 24 reaktorer, och det blev 12.","But Sweden once thought of 24 reactors, and it became 12.",2,"Fru talman! Det där är vi helt överens om. Men Sverige tänkte en gång 24 reaktorer, och det blev 12. Nu har vi 6 kvar, och det finns starka krafter i den här kammaren som gör allt för att de också ska stängas ned.","Madam President! We completely agree on that. But Sweden once thought of 24 reactors, and it became 12. Now we have 6 left, and there are strong forces in this House that are doing everything to ensure that they are also shut down.",0
604,605,Johan Pehrson (L),"Nu har vi 6 kvar, och det finns starka krafter i den här kammaren som gör allt för att de också ska stängas ned.","Now we have 6 left, and there are strong forces in this House that are doing everything to ensure that they are also shut down.",3,"Fru talman! Det där är vi helt överens om. Men Sverige tänkte en gång 24 reaktorer, och det blev 12. Nu har vi 6 kvar, och det finns starka krafter i den här kammaren som gör allt för att de också ska stängas ned.","Madam President! We completely agree on that. But Sweden once thought of 24 reactors, and it became 12. Now we have 6 left, and there are strong forces in this House that are doing everything to ensure that they are also shut down.",0
605,606,Johan Pehrson (L),Vi pratar om den viktiga reglerbara kraften.,We&#39;re talking about the important adjustable force.,0,"Vi pratar om den viktiga reglerbara kraften. Den vattenkraft som vi har i Sverige betalade vi också ett pris för ur naturperspektiv när vi exploaterade våra älvar. Det var nödvändigt då, under det kalla kriget efter andra världskriget. Men nu ser vi framåt.","We&#39;re talking about the important adjustable force. The hydropower we have in Sweden, we also paid a price for from a nature perspective when we exploited our rivers. It was necessary then, during the Cold War after World War II. But now we look ahead.",1
606,607,Johan Pehrson (L),Den vattenkraft som vi har i Sverige betalade vi också ett pris för ur naturperspektiv när vi exploaterade våra älvar.,"The hydropower we have in Sweden, we also paid a price for from a nature perspective when we exploited our rivers.",1,"Vi pratar om den viktiga reglerbara kraften. Den vattenkraft som vi har i Sverige betalade vi också ett pris för ur naturperspektiv när vi exploaterade våra älvar. Det var nödvändigt då, under det kalla kriget efter andra världskriget. Men nu ser vi framåt.","We&#39;re talking about the important adjustable force. The hydropower we have in Sweden, we also paid a price for from a nature perspective when we exploited our rivers. It was necessary then, during the Cold War after World War II. But now we look ahead.",1
607,608,Johan Pehrson (L),"Det var nödvändigt då, under det kalla kriget efter andra världskriget.","It was necessary then, during the Cold War after World War II.",2,"Vi pratar om den viktiga reglerbara kraften. Den vattenkraft som vi har i Sverige betalade vi också ett pris för ur naturperspektiv när vi exploaterade våra älvar. Det var nödvändigt då, under det kalla kriget efter andra världskriget. Men nu ser vi framåt.","We&#39;re talking about the important adjustable force. The hydropower we have in Sweden, we also paid a price for from a nature perspective when we exploited our rivers. It was necessary then, during the Cold War after World War II. But now we look ahead.",1
608,609,Johan Pehrson (L),Men nu ser vi framåt.,But now we look ahead.,3,"Vi pratar om den viktiga reglerbara kraften. Den vattenkraft som vi har i Sverige betalade vi också ett pris för ur naturperspektiv när vi exploaterade våra älvar. Det var nödvändigt då, under det kalla kriget efter andra världskriget. Men nu ser vi framåt.","We&#39;re talking about the important adjustable force. The hydropower we have in Sweden, we also paid a price for from a nature perspective when we exploited our rivers. It was necessary then, during the Cold War after World War II. But now we look ahead.",1
609,610,Johan Pehrson (L),Jag hörde i ett tidigare replikskifte med Vänsterpartiet om elmarknaden att man ska isolera Sverige.,I heard in an earlier exchange of remarks with the Left Party about the electricity market that Sweden should be isolated.,0,"Jag hörde i ett tidigare replikskifte med Vänsterpartiet om elmarknaden att man ska isolera Sverige. Man ska liksom bygga en mur, inte mot Mexiko men mot hela omvärlden. Det låter jättekonstigt, måste jag säga, för oss som tror på samarbete. Det utgår jag från att statsministern också gör.","I heard in an earlier exchange of remarks with the Left Party about the electricity market that Sweden should be isolated. You have to build a wall, not against Mexico but against the whole world. It sounds very strange, I must say, to us who believe in cooperation. I assume that the Prime Minister does the same.",2
610,611,Johan Pehrson (L),"Man ska liksom bygga en mur, inte mot Mexiko men mot hela omvärlden.","You have to build a wall, not against Mexico but against the whole world.",1,"Jag hörde i ett tidigare replikskifte med Vänsterpartiet om elmarknaden att man ska isolera Sverige. Man ska liksom bygga en mur, inte mot Mexiko men mot hela omvärlden. Det låter jättekonstigt, måste jag säga, för oss som tror på samarbete. Det utgår jag från att statsministern också gör.","I heard in an earlier exchange of remarks with the Left Party about the electricity market that Sweden should be isolated. You have to build a wall, not against Mexico but against the whole world. It sounds very strange, I must say, to us who believe in cooperation. I assume that the Prime Minister does the same.",2
611,612,Johan Pehrson (L),"Det låter jättekonstigt, måste jag säga, för oss som tror på samarbete.","It sounds very strange, I must say, to us who believe in cooperation.",2,"Jag hörde i ett tidigare replikskifte med Vänsterpartiet om elmarknaden att man ska isolera Sverige. Man ska liksom bygga en mur, inte mot Mexiko men mot hela omvärlden. Det låter jättekonstigt, måste jag säga, för oss som tror på samarbete. Det utgår jag från att statsministern också gör.","I heard in an earlier exchange of remarks with the Left Party about the electricity market that Sweden should be isolated. You have to build a wall, not against Mexico but against the whole world. It sounds very strange, I must say, to us who believe in cooperation. I assume that the Prime Minister does the same.",2
612,613,Johan Pehrson (L),Det utgår jag från att statsministern också gör.,I assume that the Prime Minister does the same.,3,"Jag hörde i ett tidigare replikskifte med Vänsterpartiet om elmarknaden att man ska isolera Sverige. Man ska liksom bygga en mur, inte mot Mexiko men mot hela omvärlden. Det låter jättekonstigt, måste jag säga, för oss som tror på samarbete. Det utgår jag från att statsministern också gör.","I heard in an earlier exchange of remarks with the Left Party about the electricity market that Sweden should be isolated. You have to build a wall, not against Mexico but against the whole world. It sounds very strange, I must say, to us who believe in cooperation. I assume that the Prime Minister does the same.",2
613,614,Johan Pehrson (L),Vi måste ha en prissättning av all elproduktion som gör det rimligt att investera i kärnkraft.,We must have a pricing of all electricity production that makes it reasonable to invest in nuclear power.,0,Vi måste ha en prissättning av all elproduktion som gör det rimligt att investera i kärnkraft. I dag har vi sådana straffskatter på kärnenergi att det inte går att investera. Är man beredd att sänka de skatterna för att möjliggöra kärnkraft?,We must have a pricing of all electricity production that makes it reasonable to invest in nuclear power. Today we have such punitive taxes on nuclear energy that it is not possible to invest. Are you prepared to reduce those taxes to enable nuclear power?,3
614,615,Johan Pehrson (L),I dag har vi sådana straffskatter på kärnenergi att det inte går att investera.,Today we have such punitive taxes on nuclear energy that it is not possible to invest.,1,Vi måste ha en prissättning av all elproduktion som gör det rimligt att investera i kärnkraft. I dag har vi sådana straffskatter på kärnenergi att det inte går att investera. Är man beredd att sänka de skatterna för att möjliggöra kärnkraft?,We must have a pricing of all electricity production that makes it reasonable to invest in nuclear power. Today we have such punitive taxes on nuclear energy that it is not possible to invest. Are you prepared to reduce those taxes to enable nuclear power?,3
615,616,Johan Pehrson (L),Är man beredd att sänka de skatterna för att möjliggöra kärnkraft?,Are you prepared to reduce those taxes to enable nuclear power?,2,Vi måste ha en prissättning av all elproduktion som gör det rimligt att investera i kärnkraft. I dag har vi sådana straffskatter på kärnenergi att det inte går att investera. Är man beredd att sänka de skatterna för att möjliggöra kärnkraft?,We must have a pricing of all electricity production that makes it reasonable to invest in nuclear power. Today we have such punitive taxes on nuclear energy that it is not possible to invest. Are you prepared to reduce those taxes to enable nuclear power?,3
617,618,Statsminister Magdalena Andersson (S),Högern pratar väldigt mycket om kärnkraft.,The right is talking a lot about nuclear power.,1,"Fru talman! Högern pratar väldigt mycket om kärnkraft. Det är fritt fram att bygga kärnkraft. Det är alltså fullt möjligt att göra det, men det sker inte.","Madam President! The right is talking a lot about nuclear power. It is free to build nuclear power. It is therefore entirely possible to do so, but it does not happen.",0
618,619,Statsminister Magdalena Andersson (S),Det är fritt fram att bygga kärnkraft.,It is free to build nuclear power.,2,"Fru talman! Högern pratar väldigt mycket om kärnkraft. Det är fritt fram att bygga kärnkraft. Det är alltså fullt möjligt att göra det, men det sker inte.","Madam President! The right is talking a lot about nuclear power. It is free to build nuclear power. It is therefore entirely possible to do so, but it does not happen.",0
619,620,Statsminister Magdalena Andersson (S),"Det är alltså fullt möjligt att göra det, men det sker inte.","It is therefore entirely possible to do so, but it does not happen.",3,"Fru talman! Högern pratar väldigt mycket om kärnkraft. Det är fritt fram att bygga kärnkraft. Det är alltså fullt möjligt att göra det, men det sker inte.","Madam President! The right is talking a lot about nuclear power. It is free to build nuclear power. It is therefore entirely possible to do so, but it does not happen.",0
620,621,Statsminister Magdalena Andersson (S),Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan.,"If you then want to ensure that nuclear power is built, you must have a clear plan.",0,"Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan. Vem ska bygga? Var ska det byggas? Och framför allt, hur ska det finansieras? Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?","If you then want to ensure that nuclear power is built, you must have a clear plan. Who will build? Where will it be built? And above all, how should it be financed? Should it be added as an additional charge to Swedish consumers&#39; electricity bills?",1
621,622,Statsminister Magdalena Andersson (S),Vem ska bygga?,Who will build?,1,"Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan. Vem ska bygga? Var ska det byggas? Och framför allt, hur ska det finansieras? Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?","If you then want to ensure that nuclear power is built, you must have a clear plan. Who will build? Where will it be built? And above all, how should it be financed? Should it be added as an additional charge to Swedish consumers&#39; electricity bills?",1
622,623,Statsminister Magdalena Andersson (S),Var ska det byggas?,Where will it be built?,2,"Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan. Vem ska bygga? Var ska det byggas? Och framför allt, hur ska det finansieras? Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?","If you then want to ensure that nuclear power is built, you must have a clear plan. Who will build? Where will it be built? And above all, how should it be financed? Should it be added as an additional charge to Swedish consumers&#39; electricity bills?",1
623,624,Statsminister Magdalena Andersson (S),"Och framför allt, hur ska det finansieras?","And above all, how should it be financed?",3,"Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan. Vem ska bygga? Var ska det byggas? Och framför allt, hur ska det finansieras? Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?","If you then want to ensure that nuclear power is built, you must have a clear plan. Who will build? Where will it be built? And above all, how should it be financed? Should it be added as an additional charge to Swedish consumers&#39; electricity bills?",1
624,625,Statsminister Magdalena Andersson (S),Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?,Should it be added as an additional charge to Swedish consumers&#39; electricity bills?,4,"Ska man då se till att det byggs kärnkraft måste man ha en tydlig plan. Vem ska bygga? Var ska det byggas? Och framför allt, hur ska det finansieras? Ska det läggas som en ytterligare avgift på svenska konsumenters elräkningar?","If you then want to ensure that nuclear power is built, you must have a clear plan. Who will build? Where will it be built? And above all, how should it be financed? Should it be added as an additional charge to Swedish consumers&#39; electricity bills?",1
625,626,Statsminister Magdalena Andersson (S),Den planen finns ju inte.,That plan does not exist.,0,Den planen finns ju inte. Och innan den planen finns blir det bara prat. Men svenska hushåll kan inte värma upp sitt boende med pratkvarnar.,"That plan does not exist. And before that plan exists, it&#39;s just talk. But Swedish households can not heat their homes with talking mills.",2
626,627,Statsminister Magdalena Andersson (S),Och innan den planen finns blir det bara prat.,"And before that plan exists, it&#39;s just talk.",1,Den planen finns ju inte. Och innan den planen finns blir det bara prat. Men svenska hushåll kan inte värma upp sitt boende med pratkvarnar.,"That plan does not exist. And before that plan exists, it&#39;s just talk. But Swedish households can not heat their homes with talking mills.",2
627,628,Statsminister Magdalena Andersson (S),Men svenska hushåll kan inte värma upp sitt boende med pratkvarnar.,But Swedish households can not heat their homes with talking mills.,2,Den planen finns ju inte. Och innan den planen finns blir det bara prat. Men svenska hushåll kan inte värma upp sitt boende med pratkvarnar.,"That plan does not exist. And before that plan exists, it&#39;s just talk. But Swedish households can not heat their homes with talking mills.",2
628,629,Statsminister Magdalena Andersson (S),"Det behövs el, här och nu.","Electricity is needed, here and now.",0,"Det behövs el, här och nu. Då måste vi skynda på den elutbyggnad som marknaden vill göra här och nu. Det är vindkraften, och där hoppas jag att vi kan samarbeta och dra tillsammans så att vi snabbt kan bygga ut billig förnybar el.","Electricity is needed, here and now. Then we must accelerate the electrical expansion that the market wants to do here and now. It is wind power, and I hope that we can work together and pull together so that we can quickly expand cheap renewable electricity.",3
629,630,Statsminister Magdalena Andersson (S),Då måste vi skynda på den elutbyggnad som marknaden vill göra här och nu.,Then we must accelerate the electrical expansion that the market wants to do here and now.,1,"Det behövs el, här och nu. Då måste vi skynda på den elutbyggnad som marknaden vill göra här och nu. Det är vindkraften, och där hoppas jag att vi kan samarbeta och dra tillsammans så att vi snabbt kan bygga ut billig förnybar el.","Electricity is needed, here and now. Then we must accelerate the electrical expansion that the market wants to do here and now. It is wind power, and I hope that we can work together and pull together so that we can quickly expand cheap renewable electricity.",3
630,631,Statsminister Magdalena Andersson (S),"Det är vindkraften, och där hoppas jag att vi kan samarbeta och dra tillsammans så att vi snabbt kan bygga ut billig förnybar el.","It is wind power, and I hope that we can work together and pull together so that we can quickly expand cheap renewable electricity.",2,"Det behövs el, här och nu. Då måste vi skynda på den elutbyggnad som marknaden vill göra här och nu. Det är vindkraften, och där hoppas jag att vi kan samarbeta och dra tillsammans så att vi snabbt kan bygga ut billig förnybar el.","Electricity is needed, here and now. Then we must accelerate the electrical expansion that the market wants to do here and now. It is wind power, and I hope that we can work together and pull together so that we can quickly expand cheap renewable electricity.",3
633,634,Per Bolund (MP),Min replik anknyter till den förra.,My line relates to the former.,1,Fru talman! Min replik anknyter till den förra. Vi välkomnar att regeringen nu gör insatser för att sänka elkostnaderna för hushållen i detta akuta läge. Men det räcker inte. Vi måste också göra stora insatser för att få en bättre fungerande elmarknad framöver.,Madam President! My line relates to the former. We welcome the fact that the government is now making efforts to reduce electricity costs for households in this emergency situation. But it&#39;s not enough. We must also make major efforts to have a better functioning electricity market in the future.,0
634,635,Per Bolund (MP),Vi välkomnar att regeringen nu gör insatser för att sänka elkostnaderna för hushållen i detta akuta läge.,We welcome the fact that the government is now making efforts to reduce electricity costs for households in this emergency situation.,2,Fru talman! Min replik anknyter till den förra. Vi välkomnar att regeringen nu gör insatser för att sänka elkostnaderna för hushållen i detta akuta läge. Men det räcker inte. Vi måste också göra stora insatser för att få en bättre fungerande elmarknad framöver.,Madam President! My line relates to the former. We welcome the fact that the government is now making efforts to reduce electricity costs for households in this emergency situation. But it&#39;s not enough. We must also make major efforts to have a better functioning electricity market in the future.,0
635,636,Per Bolund (MP),Men det räcker inte.,But it&#39;s not enough.,3,Fru talman! Min replik anknyter till den förra. Vi välkomnar att regeringen nu gör insatser för att sänka elkostnaderna för hushållen i detta akuta läge. Men det räcker inte. Vi måste också göra stora insatser för att få en bättre fungerande elmarknad framöver.,Madam President! My line relates to the former. We welcome the fact that the government is now making efforts to reduce electricity costs for households in this emergency situation. But it&#39;s not enough. We must also make major efforts to have a better functioning electricity market in the future.,0
636,637,Per Bolund (MP),Vi måste också göra stora insatser för att få en bättre fungerande elmarknad framöver.,We must also make major efforts to have a better functioning electricity market in the future.,4,Fru talman! Min replik anknyter till den förra. Vi välkomnar att regeringen nu gör insatser för att sänka elkostnaderna för hushållen i detta akuta läge. Men det räcker inte. Vi måste också göra stora insatser för att få en bättre fungerande elmarknad framöver.,Madam President! My line relates to the former. We welcome the fact that the government is now making efforts to reduce electricity costs for households in this emergency situation. But it&#39;s not enough. We must also make major efforts to have a better functioning electricity market in the future.,0
637,638,Per Bolund (MP),Miljöpartiet har tillsammans med Socialdemokraterna i regering gjort stora insatser för en hållbar elförsörjning.,"The Green Party, together with the Social Democrats in government, has made major efforts for a sustainable electricity supply.",0,"Miljöpartiet har tillsammans med Socialdemokraterna i regering gjort stora insatser för en hållbar elförsörjning. Tillsammans har vi sett till så att över 100 miljarder kronor har investerats i ny vindkraft. Detta har gett mångdubbelt mer grön el från vind i Sverige - el som nu bidrar till den fantastiska gröna industriutbyggnad som just nu sker och som också har lett till att vi, trots att det nu är höga priser, under många år har haft väldigt låga elpriser i europeiskt perspektiv.","The Green Party, together with the Social Democrats in government, has made major efforts for a sustainable electricity supply. Together, we have ensured that more than SEK 100 billion has been invested in new wind power. This has resulted in many times more green electricity from wind in Sweden - electricity that now contributes to the fantastic green industrial expansion that is currently taking place and which has also led to us, despite the fact that prices are now high, having had very low electricity prices for many years in a European perspective.",1
638,639,Per Bolund (MP),Tillsammans har vi sett till så att över 100 miljarder kronor har investerats i ny vindkraft.,"Together, we have ensured that more than SEK 100 billion has been invested in new wind power.",1,"Miljöpartiet har tillsammans med Socialdemokraterna i regering gjort stora insatser för en hållbar elförsörjning. Tillsammans har vi sett till så att över 100 miljarder kronor har investerats i ny vindkraft. Detta har gett mångdubbelt mer grön el från vind i Sverige - el som nu bidrar till den fantastiska gröna industriutbyggnad som just nu sker och som också har lett till att vi, trots att det nu är höga priser, under många år har haft väldigt låga elpriser i europeiskt perspektiv.","The Green Party, together with the Social Democrats in government, has made major efforts for a sustainable electricity supply. Together, we have ensured that more than SEK 100 billion has been invested in new wind power. This has resulted in many times more green electricity from wind in Sweden - electricity that now contributes to the fantastic green industrial expansion that is currently taking place and which has also led to us, despite the fact that prices are now high, having had very low electricity prices for many years in a European perspective.",1
