Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
861,Per Bolund (MP),,,,,De säger till och med nej till vindkraftsprojekt till havs som man knappt kan se ens med kikare från land.,They even say no to offshore wind power projects that can hardly be seen even with binoculars from land.,5,0,
862,Per Bolund (MP),,,,,"Detta visar på att man bedriver en kampanj just för att man bara vill satsa på ett energislag, kärnkraften.","This shows that you run a campaign precisely because you only want to invest in one type of energy, nuclear power.",6,0,
863,Per Bolund (MP),,,,,Och där vet vi att ingen vill bygga.,And there we know that no one wants to build.,7,0,
864,Per Bolund (MP),,,,,"Det är en radioaktiv rökridå, byggd av populism och hittepå.","It is a radioactive smoke curtain, built by populism and ingenuity.",8,0,
865,Per Bolund (MP),,,,,Men man säger inte bara nej till vindkraft.,But they do not just say no to wind power.,0,1,
866,Per Bolund (MP),,,,,Man säger också nej till energieffektivisering.,They also say no to energy efficiency.,1,1,
867,Per Bolund (MP),,,,,"När Moderaternas, Kristdemokraternas och Sverigedemokraternas budget gick igenom med stöd av Centerpartiet strök man också energieffektiviseringsprogram som till exempel handlade om att hyresgäster skulle kunna få billigare elräkningar och att industrin skulle kunna använda energin mer effektivt.","When the Moderates&#39;, Christian Democrats&#39; and Sweden Democrats&#39; budgets were passed with the support of the Center Party, energy efficiency programs were also abolished, such as tenants being able to get cheaper electricity bills and the industry being able to use energy more efficiently.",2,1,
868,Per Bolund (MP),,,,,"Man pratar om att man vill ha många olika energislag, men i praktiken motarbetar man de energislag som fungerar här och nu.","There is talk that you want many different types of energy, but in practice you oppose the types of energy that work here and now.",0,2,
869,Per Bolund (MP),,,,,Det är ett svek mot svensk industri och svenska hushåll.,It is a betrayal of Swedish industry and Swedish households.,1,2,
870,Per Bolund (MP),,,,,(Applåder),(Applause),0,3,
871,Ulf Kristersson (M),,,,,Fru talman!,Madam President!,0,0,
872,Ulf Kristersson (M),,,,,"När jag pratar med svensk industri - det gör jag väldigt ofta, inte minst i dessa frågor, inte minst denna vinter - hör jag gång på gång samma sak: Garantera pålitlig, stabil och prisvärd el!","When I talk to Swedish industry - I do it very often, not least in these matters, not least this winter - I hear the same thing over and over again: Guarantee reliable, stable and affordable electricity!",1,0,
873,Ulf Kristersson (M),,,,,Det är precis det vi inte har i dag i Sverige.,That is exactly what we do not have today in Sweden.,2,0,
874,Ulf Kristersson (M),,,,,Det är exakt detta som ni har skapat genom att systematiskt avveckla kärnkraften.,This is exactly what you have created by systematically phasing out nuclear power.,3,0,
875,Ulf Kristersson (M),,,,,Det är precis det som de vill komma undan ifrån.,That&#39;s exactly what they want to get away from.,4,0,
876,Ulf Kristersson (M),,,,,De är inte emot vindkraft.,They are not against wind power.,0,1,
877,Ulf Kristersson (M),,,,,Jag är inte emot vindkraft.,I&#39;m not against wind power.,1,1,
878,Ulf Kristersson (M),,,,,Men det blåser inte alltid.,But it does not always blow.,2,1,
879,Ulf Kristersson (M),,,,,Vill vi ha mycket vindkraft måste vi också ha mycket vattenkraft och mycket kärnkraft.,"If we want a lot of wind power, we must also have a lot of hydropower and a lot of nuclear power.",3,1,
880,Ulf Kristersson (M),,,,,Ska vi fördubbla elanvändningen de kommande två decennierna krävs det en magnitud av detta.,"If we are to double electricity use in the next two decades, a magnitude of this is required.",4,1,
881,Ulf Kristersson (M),,,,,Det fattar nästan alla.,It takes almost everyone.,5,1,
882,Ulf Kristersson (M),,,,,Låtsas vi som att vi inte behöver kärnkraften och som att vi inte behöver en baskraft som är fossilfri låtsas vi att klimatkrisen inte finns över huvud taget.,"If we pretend that we do not need nuclear power and that we do not need a base power that is fossil-free, we pretend that the climate crisis does not exist at all.",6,1,
883,Ulf Kristersson (M),,,,,(Applåder),(Applause),0,2,
884,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
885,Jimmie Åkesson (SD),,,,,"Vi har bara börjat, sa statsministern i sitt inledande anförande.","We have only just begun, said the Prime Minister in his introductory speech.",1,0,
886,Jimmie Åkesson (SD),,,,,Huvaligen!,Huvaligen!,2,0,
887,Jimmie Åkesson (SD),,,,,Usch!,Yuk!,3,0,
888,Jimmie Åkesson (SD),,,,,"Jag delar Ulf Kristerssons uppfattning att det inte under några omständigheter får bli fyra år till med en socialdemokratiskt ledd regering, oavsett hur den ser ut, särskilt som statsministern säger att det vi nu ser, hur landet ser ut i dag, bara är början.","I share Ulf Kristersson&#39;s view that under no circumstances should there be another four years with a Social Democratic-led government, regardless of what it looks like, especially as the Prime Minister says that what we now see, what the country looks like today, is just the beginning.",4,0,
889,Jimmie Åkesson (SD),,,,,Människor skjuts på våra gator.,People are being shot on our streets.,0,1,
890,Jimmie Åkesson (SD),,,,,Människor dör i vårdköer.,People die in care queues.,1,1,
891,Jimmie Åkesson (SD),,,,,Människor får ta lån för att klara elräkningen.,People can take out loans to cover their electricity bills.,2,1,
892,Jimmie Åkesson (SD),,,,,Människor som har gjort rätt för sig ett helt liv lever ändå i fattigdom.,People who have done the right thing for a lifetime still live in poverty.,3,1,
893,Jimmie Åkesson (SD),,,,,"Det finns många oerhört allvarliga problem i vårt land i dag, fru talman.","There are many extremely serious problems in our country today, Madam President.",4,1,
894,Jimmie Åkesson (SD),,,,,När statsministern säger att man bara har börjat ställa till alla dessa problem tror jag att de allra flesta - jag hoppas verkligen det - som ska gå till val i höst förstår att vi måste byta ut denna regering.,"When the Prime Minister says that they have only just begun to address all these problems, I think that the vast majority - I really hope so - who will go to the polls this autumn understand that we must replace this government.",5,1,
895,Jimmie Åkesson (SD),,,,,"Det behövs ett nytt styre i Sverige, ett nytt styre som ser vilket allvarligt läge vårt land befinner sig i och som naturligtvis också har både en vilja och en politik för att göra någonting åt den situation som vi befinner oss i och föra vårt land tillbaka på rätt spår igen.","A new government is needed in Sweden, a new government that sees what a serious situation our country is in and which of course also has both a will and a policy to do something about the situation we are in and bring our country back to right track again.",0,2,
896,Jimmie Åkesson (SD),,,,,"Det handlar om minskad invandring och en kravbaserad integrationspolitik, om hårdare straff, om fler poliser med rätt befogenheter, om utbyggd vårdkapacitet, om högre pensioner, om mer, inte mindre, kärnkraft och om stabil elproduktion.","It is about reduced immigration and a demands-based integration policy, about harsher punishments, about more police officers with the right powers, about expanded care capacity, about higher pensions, about more, not less, nuclear power and about stable electricity production.",1,2,
897,Jimmie Åkesson (SD),,,,,(Applåder),(Applause),0,3,
898,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
899,Statsminister Magdalena Andersson (S),,,,,"I november röstade högerpartierna som bekant igenom några ändringar i regeringens budget, och Jimmie Åkesson var stolt över sitt inflytande.","In November, as is well known, the right-wing parties voted through some changes in the government&#39;s budget, and Jimmie Åkesson was proud of his influence.",1,0,
900,Statsminister Magdalena Andersson (S),,,,,Vad använde han det inflytandet till?,What did he use that influence for?,0,1,
901,Statsminister Magdalena Andersson (S),,,,,"Han valde att införa en ny funkisskatt, en straffbeskattning för personer som inte kan arbeta på grund av till exempel medfödd funktionsnedsättning, kronisk sjukdom eller allvarlig skada.","He chose to introduce a new disability tax, a penalty tax for people who are unable to work due to, for example, congenital disability, chronic illness or serious injury.",1,1,
902,Statsminister Magdalena Andersson (S),,,,,När Jimmie Åkesson fick bestämma blev resultatet att dessa människor kan betala upp till 1 800 kronor mer i skatt varje år jämfört med människor som arbetar.,"When Jimmie Åkesson had to decide, the result was that these people can pay up to SEK 1,800 more in tax each year compared to people who work.",2,1,
903,Statsminister Magdalena Andersson (S),,,,,Det är vad en stor del av budgetreservationen handlar om.,That&#39;s what a large part of the budget reservation is about.,3,1,
904,Statsminister Magdalena Andersson (S),,,,,Min fråga till Jimmie Åkesson är därför: Varför ska personer som har ett funktionshinder som gör att de inte kan arbete betala mer i skatt än löntagare och pensionärer?,My question to Jimmie Åkesson is therefore: Why should people who have a disability that makes them unable to work pay more in taxes than employees and pensioners?,0,2,
905,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
906,Jimmie Åkesson (SD),,,,,"Jag måste säga att det förvånar mig att statsministern, som är ganska ny som statsminister men som har varit finansminister i vårt land i ganska många år, väljer att rycka ut en liten, liten rad i en budget och använda den på det sätt som hon nu gör.","I must say that it surprises me that the Prime Minister, who is fairly new as Prime Minister but who has been Minister of Finance in our country for quite a few years, chooses to pull out a small, small line in a budget and use it in the way she now make.",1,0,
907,Jimmie Åkesson (SD),,,,,"Det är inte seriöst att göra på det sättet, utan man måste se budgeten som en helhet.","It is not serious to do that, but you have to see the budget as a whole.",2,0,
908,Jimmie Åkesson (SD),,,,,"I den helhet som vi har bidragit till att få igenom här i kammaren får de allra flesta människor som tillhör någon form av utsatt grupp, till exempel de med någon form av funktionsvariation och de som är äldre och fattiga, det totalt sett avsevärt bättre ställt än med den budget som Magdalena Andersson i egenskap av finansminister lade fram tidigare i höstas.","In the whole that we have helped to get through here in this House, the vast majority of people who belong to some form of vulnerable group, such as those with some form of functional variation and those who are older and poor, get it considerably better off overall.",0,1,
909,Jimmie Åkesson (SD),,,,,,with the budget that Magdalena Andersson in her capacity as Minister of Finance presented earlier this autumn.,1,1,
910,Jimmie Åkesson (SD),,,,,Det är fakta.,It is fact.,0,2,
911,Jimmie Åkesson (SD),,,,,"Jag tycker att man ska hålla sig till fakta och se till helheten, inte till enskildheter.","I think you should stick to the facts and look at the whole, not the details.",1,2,
912,Statsminister Magdalena Andersson (S),,,,,Fru talman!,Madam President!,0,0,
913,Statsminister Magdalena Andersson (S),,,,,Jimmie Åkesson svarar inte på frågan.,Jimmie Åkesson does not answer the question.,1,0,
914,Statsminister Magdalena Andersson (S),,,,,Varför inför man den här funkisskatten?,Why introduce this functional tax?,2,0,
915,Statsminister Magdalena Andersson (S),,,,,"Varför är det rätt att personer som har en kronisk sjukdom, en allvarlig skada eller som är födda med ett funktionshinder som gör att de inte kan arbeta ska betala högre skatt?","Why is it right that people who have a chronic illness, a serious injury or who were born with a disability that makes them unable to work should pay higher taxes?",3,0,
916,Statsminister Magdalena Andersson (S),,,,,Jimmie Åkesson kan kalla det för en enskild rad.,Jimmie Åkesson can call it an individual line.,0,1,
917,Statsminister Magdalena Andersson (S),,,,,"Men det spelar roll hur man värderar människor, till exempel genom en särskild straffbeskattning.","But it does matter how you value people, for example through a special penalty tax.",1,1,
918,Statsminister Magdalena Andersson (S),,,,,Det är precis därför som det har varit så viktigt för regeringen att ta bort den orättvisa pensionärsskatten.,That is precisely why it has been so important for the government to remove the unfair pension tax.,0,2,
919,Statsminister Magdalena Andersson (S),,,,,I budgeten som vi lade på bordet hade vi tagit bort den orättvisa funkisskatten.,"In the budget that we put on the table, we had removed the unfair functional tax.",1,2,
920,Statsminister Magdalena Andersson (S),,,,,Men Jimmie Åkesson använder sitt inflytande till att återinföra den.,But Jimmie Åkesson uses his influence to reintroduce it.,2,2,
921,Statsminister Magdalena Andersson (S),,,,,Varför?,Why?,3,2,
922,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
923,Jimmie Åkesson (SD),,,,,Här har vi återigen de halmgubberesonemang som vi alltid hör från socialdemokratin och från den regering som vi nu har haft i snart åtta år.,Here again we have the straw man arguments that we always hear from the Social Democrats and from the government that we have now had for almost eight years.,1,0,
924,Jimmie Åkesson (SD),,,,,"Som sagt, jag tycker inte att det är seriöst att se saker på det sättet.","That said, I do not think it&#39;s serious to see things that way.",2,0,
925,Jimmie Åkesson (SD),,,,,"Ska man utifrån att läsa ett budgetdokument, en budget som ligger till grund för styrningen av egentligen all offentlig verksamhet, bedöma hur man värderar människor måste man göra det på helheten.","If, on the basis of reading a budget document, a budget that is the basis for the management of virtually all public activities, one is to assess how one values people, one must do so on the whole.",0,1,
926,Jimmie Åkesson (SD),,,,,Jag tror att jag och statsministern är överens om det.,I think I and the Prime Minister agree on that.,1,1,
927,Jimmie Åkesson (SD),,,,,"Helheten är, och detta är ett faktum, att människor också i den grupp som statsministern nämner får det avsevärt bättre än om statsministerns egen budget hade gått igenom.","The whole is, and this is a fact, that people also in the group mentioned by the Prime Minister get it considerably better than if the Prime Minister&#39;s own budget had gone through.",2,1,
928,Jimmie Åkesson (SD),,,,,Man får mer pengar i plånboken.,You get more money in your wallet.,3,1,
929,Jimmie Åkesson (SD),,,,,Man får en ökad ekonomisk standard med den budget som vi drev igenom.,You get an increased financial standard with the budget we pushed through.,4,1,
930,Jimmie Åkesson (SD),,,,,Det tycker jag är ett bevis på att vi värderar människors behov och människor med särskilda behov högre jämfört med regeringen.,I think this is proof that we value the needs of people and people with special needs higher compared to the government.,0,2,
931,Annie Lööf (C),,,,,Fru talman!,Madam President!,0,0,
932,Annie Lööf (C),,,,,"Ryssland fortsätter att använda militära påtryckningsmedel för att nå politiska mål genom fortsatta aggressioner vid gränsen till Ukraina och försök att diktera villkoren för andra länders försvars- och säkerhetspolitik, däribland Sveriges.","Russia continues to use military means of pressure to achieve political goals through continued aggression at the border with Ukraine and attempts to dictate the conditions for other countries&#39; defense and security policies, including Sweden&#39;s. This is unacceptable action that requires clear answers from the Swedish side.",1,0,
933,Annie Lööf (C),,,,,Det är ett oacceptabelt agerande som kräver tydliga svar från svensk sida.,,2,0,
934,Annie Lööf (C),,,,,"Därför tycker jag att det är djupt olyckligt att Sverigedemokraterna jämställer en auktoritär, aggressiv regim som den ryska med det samarbete som finns mellan ett stort antal demokratiska stater.","Therefore, I think it is deeply unfortunate that the Sweden Democrats equate an authoritarian, aggressive regime like the Russian with the cooperation that exists between a large number of democratic states.",0,1,
935,Annie Lööf (C),,,,,Det är inte bara otydligt - det är undfallande.,It&#39;s not just vague - it&#39;s elusive.,1,1,
936,Annie Lööf (C),,,,,"På Sverigedemokraternas hemsida kan man nämligen läsa att Sverigedemokraterna anser att Sverige ska ""respektera balansen mellan stormakterna"".","On the Sweden Democrats&#39; website, you can read that the Sweden Democrats believe that Sweden should &quot;respect the balance between the great powers&quot;.",0,2,
937,Annie Lööf (C),,,,,"""Respektera balansen mellan stormakterna"".",&quot;Respect the balance between the great powers&quot;.,0,3,
938,Annie Lööf (C),,,,,Varför är det alltid så svårt för Sverigedemokraterna att välja mellan demokratiska och auktoritära regimer?,Why is it always so difficult for the Sweden Democrats to choose between democratic and authoritarian regimes?,1,3,
939,Annie Lööf (C),,,,,Vad exakt menar Sverigedemokraterna med den här formuleringen?,What exactly do the Sweden Democrats mean by this wording?,2,3,
940,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
941,Jimmie Åkesson (SD),,,,,"Det var nog något av det mest långsökta jag har upplevt i den här kammaren under alla de partiledardebatter jag har deltagit i, och det är ganska många - fler än de flesta, tror jag.","It was probably one of the most far-fetched I have experienced in this House during all the party leadership debates I have participated in, and there are quite a few - more than most, I think.",1,0,
942,Jimmie Åkesson (SD),,,,,Det är klart att läget är synnerligen allvarligt.,It is clear that the situation is extremely serious.,0,1,
943,Jimmie Åkesson (SD),,,,,Det har det varit under en väldigt lång tid.,It has been for a very long time.,1,1,
944,Jimmie Åkesson (SD),,,,,Läget var allvarligt även på den tiden som en majoritet i den här kammaren inte tyckte att vi behövde något försvar.,The situation was serious even at a time when a majority in this House did not think we needed any defense.,2,1,
945,Jimmie Åkesson (SD),,,,,Man menade att kalla kriget var slut.,It was thought that the Cold War was over.,3,1,
946,Jimmie Åkesson (SD),,,,,"Muren hade fallit, det fanns inte längre någon hotbild och så vidare.","The wall had fallen, there was no longer any threat and so on.",4,1,
947,Jimmie Åkesson (SD),,,,,Därmed valde man att montera ned hela vår försvarsförmåga och satsa på ett insatsförsvar som åker runt och räddar världen i stället för att skydda vårt territorium.,"Thus, they chose to dismantle our entire defense capability and invest in an operational defense that travels around and saves the world instead of protecting our territory.",5,1,
948,Jimmie Åkesson (SD),,,,,"Detta har vi konsekvent protesterat mot under alla år vi har suttit i riksdagen och även under de år som vi inte gjorde det, före vårt riksdagsinträde.","We have consistently protested against this during all the years we have been in the Riksdag and also during the years when we did not do so, before entering the Riksdag.",0,2,
949,Jimmie Åkesson (SD),,,,,"Ingen behöver tvivla på vår trovärdighet när det gäller Sveriges förhållande till en auktoritär, imperialistisk regim som den ryska - inte ens Annie Lööf.","No one needs to doubt our credibility when it comes to Sweden&#39;s relationship with an authoritarian, imperialist regime like the Russian - not even Annie Lööf.",0,3,
950,Annie Lööf (C),,,,,Fru talman!,Madam President!,0,0,
951,Annie Lööf (C),,,,,"Jag upprepar bara vad som står på Sverigedemokraternas hemsida om att man ska ""respektera balansen mellan stormakterna"", det vill säga mellan Ryssland och USA.","I only repeat what is written on the Sweden Democrats&#39; website that one must &quot;respect the balance between the great powers&quot;, that is, between Russia and the United States.",1,0,
952,Annie Lööf (C),,,,,Sanningen är att detta bara är ett i raden av exempel på hur svårt det är för Jimmie Åkessons parti att hamna rätt kring värderingar.,The truth is that this is just one in a series of examples of how difficult it is for Jimmie Åkesson&#39;s party to end up right around values.,0,1,
953,Annie Lööf (C),,,,,"Jimmie Åkesson kan inte välja mellan Viktor Orbán och Merkel, inte heller mellan Emmanuel Macron och Vladimir Putin, och han stöttade en amerikansk president som anstiftade en statskupp och underkände ett valresultat.","Jimmie Åkesson can not choose between Viktor Orbán and Merkel, nor between Emmanuel Macron and Vladimir Putin, and he supported an American president who instigated a coup and rejected an election result.",1,1,
954,Annie Lööf (C),,,,,Nu framför Sverigedemokraterna vilsna idéer om att USA och Ryssland är jämbördiga och att det behöver finnas en balans dem emellan.,Now the Sweden Democrats have lost ideas that the United States and Russia are equal and that there needs to be a balance between them.,0,2,
955,Annie Lööf (C),,,,,"Det står svart på vitt, och det är er politik, Jimmie Åkesson.","It is written in black and white, and that is your policy, Jimmie Åkesson.",1,2,
956,Annie Lööf (C),,,,,Vad menar man egentligen med detta?,What do you really mean by this?,2,2,
957,Annie Lööf (C),,,,,Det är det som är frågan.,That is the question.,3,2,
958,Annie Lööf (C),,,,,Varför är det så svårt att välja mellan demokratiska och auktoritära regimer?,Why is it so difficult to choose between democratic and authoritarian regimes?,4,2,
959,Annie Lööf (C),,,,,Det börjar alltmer att framstå som att Sverigedemokraterna har ett demokratiproblem.,It is starting to appear more and more that the Sweden Democrats have a democracy problem.,5,2,
960,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
961,Jimmie Åkesson (SD),,,,,Vi har inget demokratiproblem.,We have no democracy problem.,1,0,
962,Jimmie Åkesson (SD),,,,,Det är möjligt att Annie Lööf har problem att förstå eller att låta bli att dra väldigt långtgående slutsatser utifrån märkligheter som hon själv hittar på.,It is possible that Annie Lööf has problems understanding or not drawing very far-reaching conclusions based on oddities that she invents herself.,2,0,
963,Jimmie Åkesson (SD),,,,,Jag vet inte vilken verklighet Annie Lööf lever i.,I do not know what reality Annie Lööf lives in.,3,0,
964,Jimmie Åkesson (SD),,,,,"Det finns naturligtvis inget som helst utrymme för en demokratiskt sinnad svensk politiker att på något sätt jämställa den del av världen som vi tillhör med den del av världen som förtrycker människor, som hotar sina grannar militärt och så vidare.","Of course, there is no room at all for a democratically minded Swedish politician to in any way equate the part of the world to which we belong with the part of the world that oppresses people, that threatens its neighbors militarily and so on.",0,1,
965,Jimmie Åkesson (SD),,,,,"Vi har heller aldrig gjort det, utan det är Annie Lööf som står här och hittar på det med långsiktiga, väldigt märkliga resonemang.","We have never done that either, but it is Annie Lööf who stands here and invents it with long-term, very strange reasoning.",1,1,
966,Jimmie Åkesson (SD),,,,,"Jag köper inte det, och jag tänker heller inte ge mig in i den leken och försöka svara på den typ av påhittade halmgubbar som Annie Lööf står här och målar upp.","I do not buy it, nor do I intend to go into that game and try to answer the kind of fictional straw men that Annie Lööf stands here and paints.",0,2,
967,Jimmie Åkesson (SD),,,,,Det är helt enkelt inte relevant.,It is simply not relevant.,1,2,
968,Jimmie Åkesson (SD),,,,,"Sverige har självklart ett oerhört ansvar i den nuvarande situationen, och det ansvaret ska vi naturligtvis ta tillsammans med dem som vi samarbetar med i världen.","Sweden obviously has an enormous responsibility in the current situation, and we must of course take that responsibility together with those with whom we cooperate in the world.",2,2,
969,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
970,Nooshi Dadgostar (V),,,,,Sverigedemokraterna röstar och agerar både i Sveriges riksdag och i de lokala församlingarna på ett sätt som väldigt kraftigt bidrar till att öka bostadsbristen.,The Sweden Democrats vote and act both in the Swedish Parliament and in the local assemblies in a way that contributes very strongly to increasing the housing shortage.,1,0,
971,Nooshi Dadgostar (V),,,,,Till exempel såg man till i Göteborg för inte så länge sedan att det fattades ett beslut om att alla allmännyttans hyresrätter ska kunna ombildas.,"For example, it was seen in Gothenburg not so long ago that a decision was made that all public housing tenancies could be converted.",2,0,
972,Nooshi Dadgostar (V),,,,,Detta skulle vara ett gigantiskt experiment som leder till att Göteborg alltmer skulle komma att likna den mardröm till bostadsmarknad som Stockholm har till följd av att man har ombildat bort så många billiga hyresrätter.,This would be a gigantic experiment that would lead to Gothenburg becoming more and more like the nightmare of the housing market that Stockholm has as a result of having transformed so many cheap rental apartments.,0,1,
973,Nooshi Dadgostar (V),,,,,"De är ju väldigt billiga, äldre hyresrätter som finns i hela staden.","They are very cheap, older rental apartments that are found throughout the city.",1,1,
974,Nooshi Dadgostar (V),,,,,"Det är oerhört många som i stället blir mycket dyrare bostadsrätter, vilket kommer att öka på bostadsbristen.","There are an enormous number who instead become much more expensive condominiums, which will increase the housing shortage.",2,1,
975,Nooshi Dadgostar (V),,,,,Därutöver tog man bort investeringsstödet i statsbudgeten i höstas.,"In addition, investment support in the state budget was removed last autumn.",0,2,
976,Nooshi Dadgostar (V),,,,,Varför är det så viktigt att inte bygga fler billiga hyresrätter och inte behålla de billiga som finns?,Why is it so important not to build more cheap rental apartments and not keep the cheap ones available?,1,2,
977,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
978,Jimmie Åkesson (SD),,,,,Jag har aldrig påstått att det är viktigt att inte bygga fler billiga hyresrätter.,I have never said that it is important not to build more cheap rental apartments.,1,0,
979,Jimmie Åkesson (SD),,,,,"Jag lägger mig inte heller i den kommunala politiken i Göteborg, för jag kan inte den.","I do not get involved in municipal politics in Gothenburg either, because I do not know it.",2,0,
980,Jimmie Åkesson (SD),,,,,Nooshi Dadgostar kan den förmodligen betydligt bättre än jag.,Nooshi Dadgostar probably knows it much better than I do.,3,0,
981,Jimmie Åkesson (SD),,,,,Jag tycker att vi lämnar den därhän.,I think we&#39;re leaving it there.,4,0,
982,Jimmie Åkesson (SD),,,,,"Det är dock klart att vi har en bostadsbrist, inte minst i våra storstadsområden.","However, it is clear that we have a housing shortage, not least in our metropolitan areas.",0,1,
983,Jimmie Åkesson (SD),,,,,Den behöver man hantera på olika sätt beroende på var i landet man befinner sig.,You need to handle it in different ways depending on where in the country you are.,1,1,
984,Jimmie Åkesson (SD),,,,,Framför allt i mindre och medelstora städer runt om i landet handlar det i väldigt hög grad om planberedskap och om att vara offensiv för att få bostadsbyggandet på plats.,"Especially in small and medium-sized cities around the country, it is very much about planning readiness and being offensive to get housing construction in place.",2,1,
985,Jimmie Åkesson (SD),,,,,"Vad olika entreprenörer sedan väljer att bygga är det rimligen inte jag som ska bestämma, eller någon annan politiker i den här församlingen, utan det borde rimligen vara upp till marknaden att avgöra vad som ska byggas och inte.","What different contractors then choose to build is probably not up to me, or any other politician in this House, but it should probably be up to the market to decide what to build and not.",3,1,
986,Jimmie Åkesson (SD),,,,,"Jag utgår ifrån att Nooshi Dadgostar har en annan uppfattning, men jag har inte det.","I assume Nooshi Dadgostar has a different opinion, but I do not.",4,1,
987,Nooshi Dadgostar (V),,,,,Fru talman!,Madam President!,0,0,
988,Nooshi Dadgostar (V),,,,,Jag noterar att Sverigedemokraterna inte tänker bidra på något sätt till att lindra den stora bostadsbrist som finns i Sverige.,I note that the Sweden Democrats do not intend to contribute in any way to alleviating the great housing shortage that exists in Sweden.,1,0,
989,Nooshi Dadgostar (V),,,,,"Tvärtom agerar man inte bara lokalt - vilket Jimmie Åkesson vill ta avstånd från, och det förstår jag att han vill - utan även på riksplanet, där man vill ta bort alla de system som finns för att se till att vi snabbt får fram billigare bostäder.","On the contrary, they act not only locally - which Jimmie Åkesson wants to distance himself from, and I understand that he wants to - but also at the national level, where they want to remove all the systems that exist to ensure that we quickly get cheaper housing.",2,0,
990,Nooshi Dadgostar (V),,,,,För att människor ska kunna leva sina liv är det oerhört viktigt att de hittar en bostad och att unga människor kan flytta hemifrån.,"In order for people to be able to live their lives, it is extremely important that they find a home and that young people can move away from home.",3,0,
991,Nooshi Dadgostar (V),,,,,Det verkar dock inte vara någonting som berör Sverigedemokraterna.,"However, it does not seem to be something that affects the Sweden Democrats.",4,0,
992,Nooshi Dadgostar (V),,,,,Det är också så att regeringen för några månader sedan lade ett förslag på riksdagens bord om att de hyresgäster som får sina lägenheter renoverade inte ska få en chockhöjd hyra.,It is also the case that a few months ago the government put a proposal on the Riksdag&#39;s table that the tenants who have their apartments renovated should not receive a shock-high rent.,0,1,
993,Nooshi Dadgostar (V),,,,,De ska i stället få en infasning så att deras hyra inte chockhöjs direkt.,They should instead be phased in so that their rent is not shocked immediately.,1,1,
994,Nooshi Dadgostar (V),,,,,Det berör ju väldigt många hyresgäster i dag.,It affects a lot of tenants today.,2,1,
995,Nooshi Dadgostar (V),,,,,Detta stoppade Sverigedemokraterna.,This stopped the Sweden Democrats.,3,1,
996,Nooshi Dadgostar (V),,,,,Varför är det viktigt för Sverigedemokraterna att hyresgästerna inte får en okej hyra efter renoveringar?,Why is it important for the Sweden Democrats that the tenants do not get an okay rent after renovations?,4,1,
997,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
998,Jimmie Åkesson (SD),,,,,"Nu har jag lyssnat på Nooshi Dadgostar i två minuter, och jag har fortfarande inte riktigt förstått vad hon är ute efter - mer än att säga att jag är dålig, men det visste jag redan att hon tycker.","Now I&#39;ve been listening to Nooshi Dadgostar for two minutes, and I still have not really understood what she&#39;s after - more than saying I&#39;m bad, but I already knew she did.",1,0,
999,Jimmie Åkesson (SD),,,,,"Det är två saker: Det ena är att Nooshi Dadgostar är emot ombildning av hyresrätter till bostadsrätter, och det andra är att hon är för statliga byggsubventioner.","There are two things: One is that Nooshi Dadgostar is against the conversion of tenancies into condominiums, and the other is that she is in favor of government building subsidies.",0,1,
1000,Jimmie Åkesson (SD),,,,,"Vi är motståndare till de statliga byggsubventionerna som de ser ut i dag om det inte gäller till exempel särskilda boenden, äldreboenden och så vidare.","We are opposed to the government building subsidies as they look today if it does not apply to, for example, special housing, nursing homes and so on.",0,2,
1001,Jimmie Åkesson (SD),,,,,Där har det nämligen bevisad effekt och har lett till ett ökat byggande.,This is because it has a proven effect and has led to increased construction.,1,2,
1002,Jimmie Åkesson (SD),,,,,Många bedömare - och jag hör till dem - menar att den typen av byggsubventioner som Nooshi Dadgostar står bakom snarare leder till att det blir ännu dyrare att bygga.,Many analysts - and I belong to them - believe that the type of construction subsidies that Nooshi Dadgostar is behind rather leads to it becoming even more expensive to build.,2,2,
1003,Jimmie Åkesson (SD),,,,,Därför är vi motståndare.,That is why we are opposed.,3,2,
1004,Jimmie Åkesson (SD),,,,,Det har så att säga ingen effekt trots att det är en väldigt stor politisk-ekonomisk insats.,"It has virtually no effect, even though it is a very large political-economic effort.",4,2,
1005,Jimmie Åkesson (SD),,,,,Det är skälet till att vi är motståndare till byggsubventionerna.,That is the reason why we are opposed to construction subsidies.,5,2,
1006,Jimmie Åkesson (SD),,,,,"Jag har som sagt inte noterat någon annan fråga eller något annat påstående, så jag svarar på detta.","As I said, I have not noted any other question or statement, so I will answer this.",0,3,
1007,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
